Niveau_0;Niveau_1;Niveau_2;Niveau_3;Niveau_4;Niveau_5;Niveau_6;Niveau_7;Niveau_8;Niveau_9;"Identifiant";"Type";"Microthésaurus";"Statut";"Définition";"Note d'application";"Synonymes";"Relatifs";"Fiches associées";"CIMU_ID";"LANGUE_ORIGINE";"H&S_Label";"URI_DBPEDIA";
;;;"Ut";;;;;;;"LEXICON_00005394";"NT";"Musical instruments";"Standard";"";"";"";"";"0";"";"";"";;
;;;"Viola de cabaca";;;;;;;"LEXICON_00005395";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"0";"";"";"";;
;;;"Vipanci vina";;;;;;;"LEXICON_00004894";"NT";"Musical instruments";"Standard";"";"";"Bipanchi vina";"LEXICON_00000205";"7";"";"";"";;
;;;"Wolgum";;;;;;;"LEXICON_00005391";"NT";"Musical instruments";"Standard";"";"";"";"";"0";"";"";"";;
;;;"Yueqin";;;;;;;"LEXICON_00003482";"NT";"Musical instruments";"Standard";"";"";"Dan doan;Jüekin;La ch'in;Laqin;Yüa-tjin;Yue qin;Yueh ch'in;Yue-kin";"LEXICON_00000206";"83";;;;;
;;"Lyres";;;;;;;;"LEXICON_00003486";"NT";"Musical instruments";"Standard";"";"";"";"";"3";;;;;
;;;"Barbiton";;;;;;;"LEXICON_00003487";"NT";"Musical instruments";"Standard";"";"";"Barbitos";"";"0";;;;;
;;;"Beganna";;;;;;;"LEXICON_00003489";"NT";"Musical instruments";"Standard";"";"";"Bagana;Bagannah;Begana;Begena";"LEXICON_00000197";"14";;;;;
;;;"Benebene";;;;;;;"LEXICON_00005154";"NT";"Musical instruments";"Standard";"";"";"";"";"0";"";"";"";;
;;;"Bowl lyre";;;;;;;"LEXICON_00003493";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000196";"11";;;;;
;;;"Chirawatta";;;;;;;"LEXICON_00003494";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000196";"4";"";"";"";;
;;;"Crwth";;;;;;;"LEXICON_00003495";"NT";"Musical instruments";"Standard";"";"";"";"";"31";;;;;
;;;"Kisir";;;;;;;"LEXICON_00006759";"NT";"Musical instruments";"Standard";"";"";"Taar";"LEXICON_00000196";"6";"";"";"";;
;;;"Kissar";;;;;;;"LEXICON_00003496";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000196";"52";;;;;
;;;"Kithara";;;;;;;"LEXICON_00004940";"NT";"Musical instruments";"Standard";"";"";"";"";"18";"";"";"";;
;;;"Krar";;;;;;;"LEXICON_00003497";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000196;LEXICON_00006465";"18";;;;;
;;;"Kudu";;;;;;;"LEXICON_00003498";"NT";"Musical instruments";"Standard";"";"";"Bahu;Baku";"LEXICON_00000196";"6";;;;;
;;;"Lyre";;;;;;;"LEXICON_00003501";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000195";"177";;;;;
;;;"Masonquo";;;;;;;"LEXICON_00006146";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000196";"3";"";"";"";;
;;;"Ndongo";;;;;;;"LEXICON_00003502";"NT";"Musical instruments";"Standard";"";"";"Endongo;Etongoli;Ntongoli";"LEXICON_00000196";"8";;;;;
;;;"Nyatiti";;;;;;;"LEXICON_00008299";"NT";"Musical instruments";"Standard";"Bowl lyre of the Luo people from Kenya";"";"";"LEXICON_00000196";"0";"";"";"";"";
;;;"Obokano";;;;;;;"LEXICON_00008298";"NT";"Musical instruments";"Standard";"Large bowl lyre of the Gusii people in Kenya, with large flat bridge";"";"";"LEXICON_00000196";"0";"";"";"";"https://en.wikipedia.org/wiki/Obokano";
;;;"Phorminx";;;;;;;"LEXICON_00003505";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Semsemiya";;;;;;;"LEXICON_00005349";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000196";"0";"";"";"";;
;;"Mandolins";;;;;;;;"LEXICON_00003509";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Bandolim";;;;;;;"LEXICON_00004762";"NT";"Musical instruments";"Standard";"";"";"Bandolin";"LEXICON_00000205";"4";"";"";"";;
;;;"Double mandolin";;;;;;;"LEXICON_00006537";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"2";"";"";"";;
;;;"Mandolin";;;;;;;"LEXICON_00003510";"NT";"Musical instruments";"Standard";"";"";"";"";"368";;;;;
;;;"Mandoloncello";;;;;;;"LEXICON_00003511";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"6";"";"";"";;
;;;"Mandore";;;;;;;"LEXICON_00003512";"NT";"Musical instruments";"Standard";"";"";"Pandurina";"LEXICON_00000205";"13";;;;;
;;;"Milanese mandolin";;;;;;;"LEXICON_00003514";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"44";;;;;
;;;"Neapolitan mandolin";;;;;;;"LEXICON_00003515";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"108";;;;;
;;"Monochords";;;;;;;;"LEXICON_00003516";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Anandalahari";;;;;;;"LEXICON_00004847";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000223";"9";"";"";"";;
;;;"Babatoni";;;;;;;"LEXICON_00005148";"NT";"Musical instruments";"Standard";"";"";"";"";"0";"";"";"";;
;;;"Gopiyantra";;;;;;;"LEXICON_00003517";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000224";"11";;;;;
;;;"Gubgubi";;;;;;;"LEXICON_00004935";"NT";"Musical instruments";"Standard";"";"";"";"";"2";"";"";"";;
;;;"Monochord";;;;;;;"LEXICON_00003518";"NT";"Musical instruments";"Standard";"";"";"";"";"73";;;;;
;;;"Trumpet marine";;;;;;;"LEXICON_00003519";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000205";"143";;;;;
;;"Musical bows";;;;;;;;"LEXICON_00003521";"NT";"Musical instruments";"Standard";"";"";"";"";"2";;;;;
;;;"Adungu";;;;;;;"LEXICON_00003522";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000158";"1";"";"";"";;
;;;"Bagili";;;;;;;"LEXICON_00003523";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000149";"6";"";"";"";;
;;;"Bazombe";;;;;;;"LEXICON_00003524";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000149";"5";"";"";"";;
;;;"Berimbau";;;;;;;"LEXICON_00003525";"NT";"Musical instruments";"Standard";"";"";"Urucungu";"";"19";"";"Brazilian portuguese";"";;
;;;"Chipendani";;;;;;;"LEXICON_00003527";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Chitende";;;;;;;"LEXICON_00003528";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000154";"5";;;;;
;;;"Dienguela";;;;;;;"LEXICON_00007051";"NT";"Musical instruments";"Standard";"Musical bow of the Bissa people of Burkina Faso. It has a metal string and a resonator made of a calabash cut in two. The top part of the calabas may be attached to the upper part of the bow";"";"Djenguila;Guiguila;Guinguila";"LEXICON_00000154";"1";"";"";"";"";
;;;"Gora";;;;;;;"LEXICON_00003529";"NT";"Musical instruments";"Standard";"";"";"Goura";"LEXICON_00000149";"4";;;;;
;;;"Guru";;;;;;;"LEXICON_00003531";"NT";"Musical instruments";"Standard";"";"";"Bombo";"";"0";;;;;
;;;"Kalumbu";;;;;;;"LEXICON_00003533";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Lesiba";;;;;;;"LEXICON_00005280";"NT";"Musical instruments";"Standard";"";"";"";"";"1";"";"";"";;
;;;"Lonlon";;;;;;;"LEXICON_00007055";"NT";"Musical instruments";"Standard";"Musical bow from the Samo peopàle in Burkina Faso consisting of a string supported by a flexible wooden string bearer.  A calebash is attached as resonator";"";"Lôlon";"LEXICON_00000150";"1";"";"";"";"";
;;;"Lukombe";;;;;;;"LEXICON_00003534";"NT";"Musical instruments";"Standard";"";"";"Lokombi";"LEXICON_00000194";"19";;;;;
;;;"Lusuba";;;;;;;"LEXICON_00003536";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Mouth bow";;;;;;;"LEXICON_00003537";"NT";"Musical instruments";"Standard";"";"";"";"";"45";;;;;
;;;"Musical bow";;;;;;;"LEXICON_00003538";"NT";"Musical instruments";"Standard";"";"";"";"";"426";;;;;
;;;"Ndaludali";;;;;;;"LEXICON_00003539";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Ndjembo";;;;;;;"LEXICON_00003540";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000194";"9";"";"";"";;
;;;"Ngonfi";;;;;;;"LEXICON_00008400";"NT";"Musical instruments";"Standard";"Bow lute (5 bows) of the Kongo-Bembe people of the Republic of Congo";"";"";"";"0";"";"";"";"";
;;;"Ngwomi";;;;;;;"LEXICON_00008330";"NT";"Musical instruments";"Standard";"Bow lute of the Teke people in Central Africa, the Congo's and Gabon. Five fibre strings are mounted almost perpendicular to a large sound box, on which geometrical decorations are engraved and burned. A buzzing effect is produced by metal jingles on the string-bearers";"";"Ngouémé;Ngoumi;Ngouomi;Ngouon";"LEXICON_00000194";"0";"";"";"";"https://de.wikipedia.org/wiki/Pluriarc";
;;;"Nsambi";;;;;;;"LEXICON_00003541";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000194";"3";;;;;
;;;"Pagolo";;;;;;;"LEXICON_00006315";"NT";"Musical instruments";"Standard";"";"";"Pangolo";"LEXICON_00000143";"1";"";"";"";;
;;;"Pinak";;;;;;;"LEXICON_00003542";"NT";"Musical instruments";"Standard";"";"";"Pinaka;Pinaki";"";"6";;;;;
;;;"Pluriarc";;;;;;;"LEXICON_00003545";"NT";"Musical instruments";"Standard";"";"";"";"";"711";;;;;
;;;"Sitolotolo";;;;;;;"LEXICON_00005355";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000149";"1";"";"";"";;
;;;"Ugubhu";;;;;;;"LEXICON_00003546";"NT";"Musical instruments";"Standard";"";"";"Inkohlisa;Ugubo;Ugubu;Ugumbu";"";"0";;;;;
;;;"Umakhweyana";;;;;;;"LEXICON_00003551";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000154";"6";;;;;
;;;"Wambee";;;;;;;"LEXICON_00003552";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000194";"24";"";"";"";;
;;;"Xizambi";;;;;;;"LEXICON_00003553";"NT";"Musical instruments";"Standard";"";"";"Zambi";"";"0";;;;;
;;"Others";;;;;;;;"LEXICON_00003555";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Fonic";;;;;;;"LEXICON_00003556";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000193";"2";"";"French";"";;
;;;"Khuur";;;;;;;"LEXICON_00003557";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;"Violas";;;;;;;;"LEXICON_00003558";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006473";"0";;;;;
;;;"Tenor viola";;;;;;;"LEXICON_00004967";"NT";"Musical instruments";"Standard";"";"";"";"";"18";"";"";"";;
;;;"Tenor violin";;;;;;;"LEXICON_00003559";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006473";"16";;;;;
;;;"Viola";;;;;;;"LEXICON_00003561";"NT";"Musical instruments";"Standard";"";"";"Bratche";"LEXICON_00006473";"415";;;;;
;;;"Violalin";;;;;;;"LEXICON_00003563";"NT";"Musical instruments";"Standard";"";"";"";"";"2";;;;;
;;"Violins";;;;;;;;"LEXICON_00003564";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000206";"0";"";"";"";;
;;;"Bass violin";;;;;;;"LEXICON_00003565";"NT";"Musical instruments";"Standard";"";"";"Basse de violon";"LEXICON_00006473";"40";"";"French";"";;
;;;"Cane violin";;;;;;;"LEXICON_00003566";"NT";"Musical instruments";"Standard";"";"";"Walking-stick violin";"";"33";;;;;
;;;"Electric violin";;;;;;;"LEXICON_00003568";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006158";"3";;;;;
;;;"Experimental violin";;;;;;;"LEXICON_00003569";"NT";"Musical instruments";"Standard";"";"";"";"";"19";;;;;
;;;"Irregular violin";;;;;;;"LEXICON_00003570";"NT";"Musical instruments";"Standard";"";"";"";"";"16";;;;;
;;;"Kit";;;;;;;"LEXICON_00003571";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006473";"427";;;;;
;;;"Pochette d'amour";;;;;;;"LEXICON_00004959";"NT";"Musical instruments";"Standard";"";"";"";"";"4";"";"";"";;
;;;"Viola arpa";;;;;;;"LEXICON_00003572";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006473";"1";"";"";"";;
;;;"Violin";;;;;;;"LEXICON_00003573";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006472";"2593";"";"";"";;
;;;"Violin d'amore";;;;;;;"LEXICON_00003574";"NT";"Musical instruments";"Standard";"";"";"";"";"16";"";"";"";;
;;;"Violino piccolo";;;;;;;"LEXICON_00006722";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006473";"0";"";"";"";;
;;"Violoncellos";;;;;;;;"LEXICON_00003575";"NT";"Musical instruments";"Standard";"";"";"Cellos";"";"0";;;;;
;;;"Arpeggione";;;;;;;"LEXICON_00003576";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006473";"5";;;;;
;;;"Controviolino";;;;;;;"LEXICON_00005960";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006473";"6";"";"";"";;
;;;"Gardon";;;;;;;"LEXICON_00003577";"NT";"Musical instruments";"Standard";"";"";"";"";"10";;;;;
;;;"Tenor new violin";;;;;;;"LEXICON_00003578";"NT";"Musical instruments";"Standard";"";"";"Tenor violin";"LEXICON_00006473";"1";;;;;
;;;"Viola pomposa";;;;;;;"LEXICON_00003580";"NT";"Musical instruments";"Standard";"";"";"Violino pomposa";"LEXICON_00006473";"8";;;;;
;;;"Violoncello";;;;;;;"LEXICON_00003582";"NT";"Musical instruments";"Standard";"";"";"Cello";"LEXICON_00006473";"594";;;;;
;;;"Violoncello piccolo";;;;;;;"LEXICON_00006538";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006473";"11";"";"";"";;
;;"Viols";;;;;;;;"LEXICON_00003584";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;;;;
;;;"Baryton";;;;;;;"LEXICON_00003585";"NT";"Musical instruments";"Standard";"";"";"";"";"19";;;;;
;;;"Double bass viol";;;;;;;"LEXICON_00003598";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006473";"2";"";"";"";;
;;;"English violet";;;;;;;"LEXICON_00005717";"NT";"Musical instruments";"Standard";"";"";"Violetta all inglese";"";"2";"";"";"";;
;;;"High treble viol";;;;;;;"LEXICON_00003586";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006473";"31";;;;;
;;;"Quinton";;;;;;;"LEXICON_00003588";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006473";"93";;;;;
;;;"Sultana";;;;;;;"LEXICON_00003589";"NT";"Musical instruments";"Standard";"";"";"Cither-viol";"LEXICON_00006473";"3";;;;;
;;;"Tenor viol";;;;;;;"LEXICON_00003591";"NT";"Musical instruments";"Standard";"";"";"Viole tenor";"LEXICON_00006473";"116";;;;;
;;;"Treble viol";;;;;;;"LEXICON_00003594";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006473";"132";;;;;
;;;"Viol";;;;;;;"LEXICON_00003597";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006473";"45";;;;;
;;;"Viola alta";;;;;;;"LEXICON_00003601";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006473";"1";;;;;
;;;"Viola bastarda";;;;;;;"LEXICON_00003602";"NT";"Musical instruments";"Standard";"";"";"Lyraviol";"LEXICON_00006473";"60";;;;;
;;;"Viola da gamba";;;;;;;"LEXICON_00003604";"NT";"Musical instruments";"Standard";"";"";"Bass viol";"LEXICON_00006473";"215";;;;;
;;;"Viola d'amore";;;;;;;"LEXICON_00003608";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006473";"234";;;;;
;;;"Violone";;;;;;;"LEXICON_00003609";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006473";"40";;;;;
;;"Zithers";;;;;;;;"LEXICON_00003610";"NT";"Musical instruments";"Standard";"";"";"";"";"9";;;;;
;;;"Aeolian harp";;;;;;;"LEXICON_00003612";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000173;LEXICON_00006455";"92";;;;;
;;;"Ajaeng";;;;;;;"LEXICON_00005140";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000182";"13";"";"";"";;
;;;"Akkordolia";;;;;;;"LEXICON_00004784";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006518";"5";"";"";"";;
;;;"Appalachian dulcimer";;;;;;;"LEXICON_00003613";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006460";"2";;;;;
;;;"Armandine";;;;;;;"LEXICON_00003614";"NT";"Musical instruments";"Standard";"";"";"";"";"3";;"French";;;
;;;"Arpanetta";;;;;;;"LEXICON_00003615";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006460";"1";;"Italian";;;
;;;"Autoharp";;;;;;;"LEXICON_00003616";"NT";"Musical instruments";"Standard";"";"";"Akkordzither";"LEXICON_00000182";"31";;;;;
;;;"Bandura";;;;;;;"LEXICON_00003617";"NT";"Musical instruments";"Standard";"";"";"Bandoura";"LEXICON_00000182";"12";;;;;
;;;"Bangwe";;;;;;;"LEXICON_00003619";"NT";"Musical instruments";"Standard";"";"";"Bango;Ndyele;Pango;Pangwe";"LEXICON_00000178";"4";;;;;
;;;"Bell harp";;;;;;;"LEXICON_00003624";"NT";"Musical instruments";"Standard";"";"";"Schwungzither";"LEXICON_00006460";"7";;;;;
;;;"Bin";;;;;;;"LEXICON_00003626";"NT";"Musical instruments";"Standard";"";"";"Rudra vina";"LEXICON_00000165";"17";;;;;
;;;"Board zither";;;;;;;"LEXICON_00003628";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000177";"416";;;;;
;;;"Bokongo";;;;;;;"LEXICON_00003629";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000185";"6";"";"";"";;
;;;"Box zither";;;;;;;"LEXICON_00005531";"NT";"Musical instruments";"Standard";"";"";"";"";"11";"";"";"";;
;;;"Bûche des Flandres";;;;;;;"LEXICON_00003630";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000162";"2";"";"French";"";;
;;;"Bumbass";;;;;;;"LEXICON_00003631";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000162";"20";;;;;
;;;"Celempung";;;;;;;"LEXICON_00005168";"NT";"Musical instruments";"Standard";"";"";"Tjelepoung";"LEXICON_00000182";"9";"";"";"";;
;;;"Chakhe";;;;;;;"LEXICON_00005169";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000182";"5";"";"";"";;
;;;"Chord zither";;;;;;;"LEXICON_00006262";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000182";"150";"";"";"";;
;;;"Cimbalom";;;;;;;"LEXICON_00003633";"NT";"Musical instruments";"Standard";"";"";"Cimbalum;Cymbalum";"LEXICON_00006456";"33";"";"";"";;
;;;"Citera";;;;;;;"LEXICON_00004785";"NT";"Musical instruments";"Standard";"";"";"Titera";"";"45";"";"";"";;
;;;"Dan bau";;;;;;;"LEXICON_00003635";"NT";"Musical instruments";"Standard";"";"";"Cai dan buau;Dan hoc huyen";"";"29";"";"";"";;
;;;"Dan tam thac luc";;;;;;;"LEXICON_00006263";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000182";"0";"";"";"";;
;;;"Dan tranh";;;;;;;"LEXICON_00003638";"NT";"Musical instruments";"Standard";"";"";"Cai dan thap luc;Dan thap luc";"LEXICON_00006460";"32";;;;;
;;;"Double psaltery";;;;;;;"LEXICON_00003642";"NT";"Musical instruments";"Standard";"";"";"";"";"1";;;;;
;;;"Double zither";;;;;;;"LEXICON_00003643";"NT";"Musical instruments";"Standard";"";"";"";"";"24";"";"";"";;
;;;"Dulcimer";;;;;;;"LEXICON_00003644";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006456";"173";;;;;
;;;"Dunde";;;;;;;"LEXICON_00003645";"NT";"Musical instruments";"Standard";"";"";"";"";"1";;;;;
;;;"Ekatantri vina";;;;;;;"LEXICON_00003646";"NT";"Musical instruments";"Standard";"";"";"Ekatantrika vina";"";"0";;;;;
;;;"Enanga";;;;;;;"LEXICON_00003648";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000187";"4";;;;;
;;;"Epinette des Vosges";;;;;;;"LEXICON_00003649";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006460";"40";;"French";;;
;;;"Fenghuangqin";;;;;;;"LEXICON_00003650";"NT";"Musical instruments";"Standard";"";"";"Daznengqin";"LEXICON_00000182";"0";;;;;
;;;"Ghangli";;;;;;;"LEXICON_00005213";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000164";"0";"";"";"";;
;;;"Go-kin";;;;;;;"LEXICON_00004997";"NT";"Musical instruments";"Standard";"";"";"";"";"2";"";"";"";;
;;;"Gondang buluh";;;;;;;"LEXICON_00005214";"NT";"Musical instruments";"Standard";"";"";"Gundang bulug";"LEXICON_00000169";"8";"";"";"";;
;;;"Guitar-zither";;;;;;;"LEXICON_00004787";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000182";"35";"";"";"";;
;;;"Gusli";;;;;;;"LEXICON_00006709";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006459";"4";"";"";"";;
;;;"Harp-zither";;;;;;;"LEXICON_00004788";"NT";"Musical instruments";"Standard";"";"";"Harfen-zither";"LEXICON_00000185";"42";"";"";"";;
;;;"Higheghe";;;;;;;"LEXICON_00004789";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000162";"5";"";"";"";;
;;;"Hommel";;;;;;;"LEXICON_00003652";"NT";"Musical instruments";"Standard";"";"";"Humle;Hummel";"LEXICON_00000182";"159";;;;;
;;;"Hümmelke";;;;;;;"LEXICON_00004790";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000182";"8";"";"";"";;
;;;"Ichigen-kin";;;;;;;"LEXICON_00005002";"NT";"Musical instruments";"Standard";"";"";"Ichi gen kin;Ichigenkin";"";"4";"";"";"";;
;;;"Idiochord tube zither";;;;;;;"LEXICON_00005684";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000167";"0";"";"";"";;
;;;"Ikidi";;;;;;;"LEXICON_00003654";"NT";"Musical instruments";"Standard";"";"";"Ngyela";"";"0";;;;;
;;;"Inanga";;;;;;;"LEXICON_00003656";"NT";"Musical instruments";"Standard";"";"";"Nanga";"LEXICON_00000187";"8";;;;;
;;;"Jakdak-ulul";;;;;;;"LEXICON_00005237";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000167";"0";"";"";"";;
;;;"Kacapi";;;;;;;"LEXICON_00003658";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000182";"4";"";"";"";;
;;;"Kairata vina";;;;;;;"LEXICON_00004873";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000163";"8";"";"";"";;
;;;"Kakugnoto";;;;;;;"LEXICON_00005003";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000182";"2";"";"";"";;
;;;"Kani";;;;;;;"LEXICON_00003659";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00005609";"8";;;;;
;;;"Kanklès";;;;;;;"LEXICON_00004791";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000182";"5";"";"";"";;
;;;"Kantele";;;;;;;"LEXICON_00003660";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000182";"64";;;;;
;;;"Kayagum";;;;;;;"LEXICON_00003661";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006459";"9";;;;;
;;;"Kesle";;;;;;;"LEXICON_00003662";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00006459";"0";;;;;
;;;"Keteng-keteng";;;;;;;"LEXICON_00005261";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000167";"1";"";"";"";;
;;;"Kinanda";;;;;;;"LEXICON_00003663";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000186";"15";;;;;
;;;"Kinnari vina";;;;;;;"LEXICON_00003664";"NT";"Musical instruments";"Standard";"";"";"";"";"6";;;;;
;;;"Kisfejes citera";;;;;;;"LEXICON_00003665";"NT";"Musical instruments";"Standard";"";"";"";"";"0";;"Hungarian";;;
;;;"Kita";;;;;;;"LEXICON_00005262";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000186";"0";"";"";"";;
;;;"Kolitong";;;;;;;"LEXICON_00004942";"NT";"Musical instruments";"Standard";"";"";"";"LEXICON_00000167";"6";"";"";"";;
;;;"Komun'go";;;;;;;"LEXICON_00003666";"NT";"Musical instruments";"Standard";"";"";"Geomungo;Komungo";"LEXICON_00006460";"8";;;;;
;;;"Koni";;;;;;;"LEXICON_00007073";"NT";"Musical instruments";"Standard";"Triangual frame zither from the Lobi people of Burkina Faso, with several gourds attached as resonator, including one at the point of V of the arm. Six to nine strings. May have a metal buzzer at the end of the arm";"";"Konigi (Liberia)";"LEXICON_00000164";"5";"";"";"";"";
;;;"Koto";;;;;;;"LEXICON_00003668";"NT";"Musical instruments";"Standard";"";"";"Gakuso;Jushichigen;So;Takigoto;Tanso";"LEXICON_00000182";"72";;;;;
